Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0xbd49c19d78382c7486d3b029cc3a9b2a77365fdd,1,1241.22,0.0,1241.22,1,0.18150455,0.18150455,0.18150455,0.18125255,0.18125255,2,0.18150455,0.000252
0x2a48eb888402f4af9bddb1526a69be3d23425c76,1,6508.1,1429.29,151810.28,75,0.055,3.462338412,0.270652064,0.695812651,5.928276352,92,23.81738167,0.104276267
0x5bb6aa761ee435480859124b3db6ecb03550f075,1,18.2,0.0,91.02,1,0.03,0.03,0.03,0.0,0.0017034232,6,0.03,0.021482884
0x69627dad496db160a81bed9e27ce2da67c3242bd,1,190.09,0.94,1333.48,3,766.0,13178.0,5384.0,13.0,2307.427142857143,10,16152.0,0.01
0x27b262c6be752b841d66f6d5121a5d332879a136,1,1681.83,0.0,1681.83,1,20.0,20.0,20.0,19.999916,19.999916,2,20.0,8.4e-05
0x9d4341d6c8759d53ccca04d9e2c07de19f7381e5,0,0.68,13393.26,26787.88,1,0.001441,0.005984,0.003712,0.000601,0.002872,4,0.007424593,0.00168
0x6fce6d2ceca868ac809d1e8d52e9fc3b8690118f,1,2478.33,41419.76,1204731.88,19,0.001702154,5.5,0.6080420202857932,0.0,0.3450172563343567,109,14.593008486859036,-14.733458301561283
0x401e72fbd9d8e23d7397583695ab9b4c247b762d,1,229.87,165.86,2642.08,8,0.003,0.03,0.0096820017777777,0.002202,0.0158990772,14,0.087138016,0.00764263
0xe44c8ee0622647d2563a8b2732941772328a751b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x291c1b9d0d2c073790c9400c8b6edc0a5cf488cd,0,16.69,1407.61,1109516.73,1,0.200008,0.694665,0.208887,0.197435,0.208095,1557,162.72314540000005,0.8252333009999999
0xa87149fc85936e6807222fb211162d5be440a930,1,0.0,0.0,670.42,1,1.09,1.09,1.09,1.0,1.0,2,1.09,0.09
0x0a4a2413d7c604647c7788fd3564b3c54fe06763,1,0.0,4172.21,141855.05,14,0.0,0.2,0.042647,0.0,0.0,35,1.45,1.45
0x6b92ab6d455d06b022bf5003922cdd8b07172586,1,12462.61,291.58,38845.75,5,14.9,1099.0,288.6722299,49.4,523.3009257,8,1443.361149,-126.5416276
0x926cee2d9fae9536d79ec48ef77f24c340c6cd02,0,1.79,6.61,16.8,2,0.361728,1.495476,0.928602,0.36113,0.928046,4,1.85720409,0.001111385
0xa8d924cef2e8699516ea3c3e7e4fa42bfb37f100,0,21.63,0.0,64.9,1,101.0,101.0,101.0,5.10765,33.666149,4,101.0,0.0015539999999999
0x643efc475e18d25fe065e2d261b1ae326ba8c849,0,5.52,1114.61,258746.57,1,0.050021,0.481627,0.08974,0.048971,0.089048,461,20.72990749,0.2487833
0x8f9e6dd01128cc3c148902ebfa648bfcb68ad1ce,0,4600.03,6634.3,1029417.03,27,0.00425,25.0,6.5072220000000005,0.0,2.25668,203,305.8394372,-46.20258701
0xaf52087910542151a204db96b4f223ef889c8ce2,0,9688.48,4943.4,73357.72,3,0.199466,3.259466,1.88291,0.489313,3.292264,11,13.18037209,0.01131653
0x39017b37191094c596dddb9c6d5a0c7c9d55de88,1,111.71,191.1,1672.78,7,0.000124781,9.501205595,1.919464324,1.489768002,4.477945089,10,13.43625027,0.002415
0x05e18136f048d648ee73dd5d269d590ff2873c33,1,0.0,442.24,7647.73,14,0.1,19.266296,2.7109400000000003,40.663235,40.663235,16,40.66409608,0.0008609999999999
0xb4b46566ff1fc2c0803a0381e193c218edbc1a07,0,21612.0,3509.32,380885.1,8,0.0077069999999999,8.3183,2.124262,0.0,1.322833,26,21.24262141,0.07729161
0x8ecf8f0ee432062ef28133a08429ff1a12b5906e,0,8422.33,17780.33,971374.02,5,0.04785,8.231047,3.048142,0.0,0.849815,102,36.57769819,-39.90564336
0x44a7ff01f7d38c73530c279e19d31527bdcf8c78,1,3159.48,3980.08,380324.0,84,0.003608,200.0,4.678927,0.0,60.157251,97,421.1034419,0.002684809
0x711449e1226cea3112ae4c568988c8c7271e7488,0,33.41,0.0,100.23,1,101.0,101.0,101.0,0.010055,33.666163,4,101.0,0.001512
0x1d7821b0167c9eb24b49977d394fb5e4e2c9ab6f,1,0.0,15.54,71319.4,3,0.5,1.39,0.796667,2.389139,2.389139,4,2.39,0.0008609999999999
0xbd9b01257584a4240e9e7c706cf6b5ebe2bf061e,1,1375.59,15470.96,191510.98,8,0.0,40.08703107,7.278876867,0.0,2.173264822,47,65.50989181,-17.07417142
0x18fa44026dda541f1472f45eb0389108b4af5b79,0,163.77,0.0,327.55,1,101.0,101.0,101.0,0.9,50.499508,3,101.0,0.000984218
0x42cb7b5b1a74d736f23c57a45f6ad3ff8e82f265,0,0.75,8615.98,34466.9,1,0.018861,0.170143,0.076697,0.018021,0.075647,8,0.306786998,0.0042
0xb93184f8cfd3012e77114c93bf6ef08e9d6779a3,1,721965.57,1079.26,730599.62,7,0.0004,1.511,0.7230284325,5.78227446,5.78227446,9,5.78422746,0.001953
0xaba9897c9422b1c30733169d3da7ff83d7f23044,1,20659.26,801.02,54134.82,13,0.09225,4.99,0.964315,1.599475,7.714097,18,15.42903448,0.00084
0x140664a260693f7f63ea4c8ddec4b4637a5ee47a,0,3.58,0.03,10.78,2,518.291908,1482.708092,1000.5,1.797551,666.999528,5,2001.0,0.001414909
0x1724dd5e31eae6d1360cff76203b2d1d05bba494,0,205282.57,0.0,615847.7,1,5.0,5.0,5.0,0.1,1.6664150000000002,4,5.0,0.000756008
0x0059b14e35dab1b4eee1e2926c7a5660da66f747,1,2300.37,65.1,73091.0,89,0.000784,15.729068,0.383225,0.0,1.314957,127,37.55604606,-0.577721002
0x1fe3b7129701802a334a016697a63ad4fe576786,1,1171.45,9654.85,107168.17,2,0.0,0.2,0.1,0.0,0.029333333,77,0.2,-2.0
0x50fc439cd6df4f83e3cd78e17609e22372b46d62,0,24.54,1454.84,363462.75,1,0.010145,0.051011,0.049222,0.00848,0.051508,473,12.10849027,0.416227041
0x1f0116cf355bb10ee3a7bfbed55dcf47103c9fc0,0,51613.33,0.0,103226.67,1,0.25208,0.25208,0.25208,0.015,0.125268,3,0.25207966,0.001544465
0x9cf67bbf9be023178706d2ec0cde674c5de191e0,0,476.53,102.85,5653.27,4,0.2,21.524932,9.169588,0.1,3.333855,15,36.6783525,0.0059475
0xe90a3c163abcb8296080f06b9a9122499d6689d5,1,1230.85,0.0,84928.57,1,0.17568348,0.17568348,0.17568348,0.0,2.646742654,70,0.17568348,-182.4495596
0xdde66bf2a852ea1603686a0f858b45f8f0695d70,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x209e9d2c71bb06f5a493f3db05cd6099ba1ce7a7,0,0.0,1803.07,218170.95,9,0.0,6.4,0.767425,0.0,0.0,122,92.85843162,92.85843162
0x6b2f8460e6e72dfda760f2f28eff4eaadcbda232,0,0.0,28348.22,226785.75,3,0.0,19.19,4.49625,0.0,0.0,9,35.97,35.97
0x834d1bc90be09b02fc9fa9e1677e148c1a8b5b7d,0,0.0,25196.59,226769.35,5,0.0,145.127,25.021534,0.0,0.0,10,225.19380690000003,225.19380690000003
0xaa27ec00cfc985316ce01a872a87393a1c8398ea,0,22.38,0.0,67.15,1,101.0,101.0,101.0,0.25,33.666149,4,101.0,0.0015539999999999
0x4a232983530cc4b1d845cf83c0d98f07f5884890,1,0.0,0.0,2700.07,1,1.887837,1.887837,1.887837,1.887753,1.887753,2,1.887837,8.4e-05
0x98c1df6db6adcdf88c979d47b377b02266ff9823,0,1665.83,4152.79,397497.08,17,0.01,31.867,6.365157,0.0,3.448491,158,343.7184941999999,-14.92459607
0xbee06db915f38c62d61aba80932369007beae9d8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xC53D29c7c2B29E095e8E44DA9E2D08Bdb80d0797,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7d8392a0aaeae2d979274dd82a79bf3685f3cf36,0,34.67,0.0,69.33,2,13.185775,87.814225,50.5,18.0,50.499474,4,101.0,0.001051573
0x5a27a79f5217cad7d95cefcce0ecd18a4c33df84,1,3784.85,0.0,3784.85,1,0.5,0.5,0.5,0.499139,0.499139,2,0.5,0.000861
0x4764214c17e0bb358042345356a2ec5bf8e76c6b,1,0.0,71.86,20747.82,3,0.5,3.0,1.333333,3.999139,3.999139,4,4.0,0.0008609999999999
0x87e7040fc1c6b350ff502257c426e6827b300f48,0,28.24,326.29,1157997.08,7,0.12,88.40649499999998,0.608916,0.485713,1.187339,5143,2069.097601,-2.809166975
0x5fbebfe342b2b36da35d02419bc3a3ddeb495983,0,109.83,0.21,329.92,2,3.2633810000000003,97.736619,50.5,0.131366,33.666157,5,101.0,0.001530218
0x1Bd0ef3c9D58aA722EF220c134c8653dd7E6172e,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xae194392cb4bb3ce69d53f88275a52dd2ed3c61a,1,923.45,152.86,199770.93,1,0.5,1.0,0.75,0.0,0.0,218,1.5,1.5
0x63bca3022e74e0db9eac185c8e5ab0c6c86b334a,0,0.0,3167.55,291414.15,5,0.0,1.03,0.370235,0.0,0.0,93,34.06161635,34.06161635
0x42af7e46a3e40824f8c9b79d7133bc1564970159,0,51.06,8248.56,398177.53,6,0.049011,0.863583,0.129901,0.047013,0.1398849999999999,92,6.235229577,0.080270403
0xa75041293a62bdf581b8cf27135801048670d0e7,0,19.72,495.23,459851.23,2,0.05,0.310294,0.065191,0.015362,0.126838,1376,59.32337201,0.216976357
0x0540db24a0b7d9f1f70e915a1e4c4913cdd0e3e0,0,8521.89,7446.07,681582.07,10,0.005,20.0,7.203399,0.0,1.745379,82,115.2543787,0.0593786999999999
0x6931e6948702245964dd446333c3bebd989d5e76,1,1294.01,21.93,2741.52,7,0.2,2.7,1.118571,3.3,3.914821,9,7.83,0.000357
0x559b7eaf0ce4a9289eb4a1a69f892416bf818433,0,6086.4,181.83,43150.27,1,0.001,2.015,0.718,0.0,0.880142,10,2.154,-4.006991959
0xdB543F5Bd65Ec311dc4b27b1F9865b2FB370a17d,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6efd2441d8171d1d84da0d477dce61cd0d33b233,0,13.37,2401.89,367012.67,23,0.08,73.5,21.606215,0.0782419999999999,22.804786,296,3284.144693,0.25557213
0xca41e144d0b412bef94b1637360595d14a2b7b6e,0,0.0,0.0,76.42,1,3.0,3.0,3.0,2.996956,2.996956,2,3.0,0.00304422
0xD1e12869F076f1fC88CeD475144D372988bD6B97,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5de68a6095965a105f2588b40c5492d03d1b3516,1,1563.4,0.0,145396.07,1,0.049241072,0.049241072,0.049241072,0.0,0.007158461,94,0.049241072,-0.616495782
0xc68db6194de0a93bb2a7e9b2d159c5acae9135be,0,7.69,5186.45,1007656.42,9,0.001612,26.0,0.76786,0.099403,0.771008,387,148.9649355,0.160366482
0x246e9714b1968a7556b3d85c48390c46391c5ae5,0,4.64,15983.03,143884.38,2,0.005,2.795,1.323333,0.197289,1.487196,17,11.91,0.01242812
0x32efc592731a55d6908d740852a57fc5fad50d15,0,17104.3,5929.68,46067.95,2,0.00507,4.761904,2.383487,0.01,2.255,4,4.76697354,0.25697354
0xbf1d429685e695f5b7aedf28f96c2247f4fb403b,0,161.55,0.82,324.73,2,45.856006,55.14399399999999,50.5,33.1,50.499487,4,101.0,0.001026218
0xea72a2A01c1126d5629D83aab4f448De670924D9,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x45c71d780f10cf6dfc6978d2f211ff4926bacbbb,0,58.7,384.0,127055.87,1,0.20007,0.991156,0.225669,0.19965,0.225249,574,64.76702339,0.120561
0x7fcb5bb6e8449b7db0e7c73e27a788f8ab721695,0,0.0,3318.67,228988.13,6,0.0,1.028435,0.495449,0.0,0.0,70,34.18597949,34.18597949
0x0016338abcb6bfa6d355adc207c5d2d42acb5e42,0,3716.41,1448.09,385961.98,4,0.118061,81.38600000000002,3.381313,0.01,103.974875,254,831.8030477000002,0.004047714
0xfc8f44ba8bdd5579c97a8bb33b7dae4cf201de86,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x37df7a67d3969d3318e18462bb9e6a31cc571325,0,10.98,652.71,1337841.2,12,0.099993,261.89,2.408585,0.489728,3.4674949999999995,3433,4879.792202000001,1.027110559
0x1f1d4264bba27451cd062f4a93fe51b8545f24d0,0,3.88,24508.0,122555.5,1,0.003,0.003,0.003,0.0,0.0,9,0.015,0.015
0x08D94BecCA7894A384f41396F435F8bA887A6d71,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7b09b02e4eeb9a43836c7bd6e502a376e16f3209,0,159.34,0.3,319.28,2,39.197107,61.80289300000001,50.5,25.0,50.499508,4,101.0,0.000984218
0x21a4231bfed3d8bec36b26619dd66811881bf20f,0,50337.59,50590.45,554724.92,1,0.3835,5.0487,2.204475,0.0034,1.259054,11,8.8179,0.004522521
0x7018d8f698bfa076e1bdc916e2c64caddc750944,0,394.48,3903.15,1024263.02,4,0.008265,5.0,1.822689,0.0,0.0,2552,9.113445345,9.113445345
0x6d90c24d2b16a9a951cf6fb4d1af856475fcc7d9,0,62490.9,8905.62,232000.78,3,0.039417,3.999922,2.036068,0.0266,3.392984,8,10.18033882,0.001386
0x20f4b3e05f1653f06fa29c5d78a7b618e6a74aa8,0,22.82,0.0,68.47,1,101.0,101.0,101.0,1.0,33.666149,4,101.0,0.0015539999999999
0xf591bbf70178bcaa80d306ab65755ab7038962cd,1,0.0,320.93,7246.2,10,0.001,4.999,1.047739,11.524266,11.524266,12,11.52512698,0.0008609999999999
0xc79ffe69d3662e5542ac976aeb7644fd9abc3c74,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x848b73f8cb6778203edbe4aa18f293b238fd3712,1,478.74,676.72,131435.6,130,0.0,0.883629,0.0876644381968982,0.0061703201804946,0.5205890246243359,203,15.165947808063404,-0.4517229306666728
0xa81d9ab4dc3994f4e995297f56c19e6079ed20df,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb6d35e56dcc0676b357de7496ac8e28ddb745d36,0,990.52,243.95,474365.92,1,0.200016,1.5100870000000002,0.327493,0.222022,1.147511,1158,295.0709024,0.160654581
0x0000000009324b6434d7766af41908e4c49ee1d7,1,74.91,78.43,1155.28,9,0.01,100.0,18.246100188894623,15.19483358,27.36817378334193,15,164.2149017000516,0.005859
0x235e0f293b4966943820fa7f6d80e0661b0f7513,0,0.0,9660.46,77283.72,3,0.124225,3.72916,1.4484780000000002,0.0,0.0,9,11.58782318,11.58782318
0x13Be5abc6FC4aF67ABe34190F5f529624bD14C4E,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x21601470eb1d59c43e6464a6117b61c0ba4b623d,0,159.63,0.33,319.92,2,30.570382,70.429618,50.5,10.56,50.499508,4,101.0,0.000984218
0x00df7c16597385f31dfc87d1e103eaab28fc0f8d,0,5.88,0.42,18.47,2,560.184406,1440.815594,1000.5,0.6064,666.999528,5,2001.0,0.001414909
0x55bf63cb98365ba838cf45db8f9a54aa69a1d043,0,14.7,61333.2,613478.98,2,0.001764,0.46327,0.141095,0.001279,0.140548,20,1.41095273,0.005474119
0x91572ef4de9dc2f77a9098795e8766382e21459d,0,161.92,0.82,325.48,2,22.876062,78.123938,50.5,5.0,50.499487,4,101.0,0.001026218
0xfc1063cb3885da495ae63c58e35d60100dfa85a5,1,29.95,84.07,4471.95,41,0.0,10.0,0.6675302007419504,0.0,1.300424941799468,68,30.03885903338776,0.129085372
0x3e5e4f3d514caec2d4aab20cc514a4a79681b6ef,1,1076.78,0.0,1076.78,1,646.89,646.89,646.89,646.8,646.8,2,646.89,0.09
0xea1552675b714476ddd159844e279cdf81e70d7a,1,0.0,35329.42,196737.82,4,0.1,1.1,0.6499560000000001,0.398963,0.398963,5,2.59982405,2.200861
0x380557170f8f80e6ebd6e489a3f1b0f27fb9fd74,0,0.0,1989.17,226764.83,3,0.0,0.735247,0.311136,0.0,0.0,115,35.46949621,35.46949621
0x06e6172cd86a3b17b31c85a17d623c509130be42,0,158.33,0.0,316.65,1,101.0,101.0,101.0,0.1,50.499508,3,101.0,0.000984218
0x4ea9d0cf2f3dac3c7405c523471b5458ea2a8321,1,1607.76,400.52,32132.47,12,0.014,4.999706,1.389856,0.044111,1.389444,32,22.23769212,0.006581265
0x31783f69341afb9781e46d52991635739dfb2cce,0,164.14,0.82,329.92,2,3.828381,97.171619,50.5,0.999429,50.499487,4,101.0,0.001026218
0x2846418ac4626b425554768f5702217f63d77a57,1,1733.73,255.11,295566.42,64,0.0,30.0,3.0511462772112563,0.0,2.219298701298701,266,341.7283830476607,-0.0436169523392722
0x752fb123d248d52f59ad0a86e9909e0ba452a574,0,0.0,2791.42,192608.2,4,0.0,19.99,1.2158950000000002,0.0,0.0,70,83.896787,83.896787
0xa71fdc4309dd47a3ac76282ce1ae1ff0e5442dde,0,8.64,159007.3,636055.12,1,0.095,76.78,20.96625,1.088664,27.954112,7,83.865,0.00266464
0xcb8f90b19e2eb56b1470d97bf9bab64bf3f4c571,1,131.0,13363.36,66947.8,4,0.0,3.91346299,1.0258571469684643,5.12831,5.12831,6,5.1292857348423215,0.0009757348423218
0x6a67ba865511a64038f13b61860bc6ef28cee37b,0,0.0,4945.39,133525.62,5,0.0,9.258606,2.500996,0.0,0.0,28,67.5269044,67.5269044
0x99723bc6EF51644B0Ba52F31aD905a1b3b170d94,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0038ab9bf479faa2997522b3cf9492153ea6b33f,0,3.33,51068.75,561789.58,8,0.022663,20.799,5.11114,0.923126,5.621492,21,56.22253457,0.00761642
0xf6884686a999f5ae6c1af03db92bab9c6d7dc8de,1,25360.22,99379.09,1156261.12,3,1.12e-16,5595.0,1789.4,0.0,351.5229907481698,31,8947.0,-192.5977594524132
0x2a62146f043c9c08bc2b32decc1e5a5e6f5367c1,1,46.63,202.23,10482.08,11,0.00514,10.999,1.35760413,0.0,0.7476627249315069,108,47.51614455,-7.06323437
0x13e440c645c2fc6b8fa6b2010a06c345024fe58e,0,21.63,0.0,64.9,1,101.0,101.0,101.0,4.2,33.666149,4,101.0,0.0015539999999999
0x0441C33cd5F806116c6dE528709368c6C7183cD9,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2a160cecf38caecc6187de9b86d9ebd6ce26a51d,0,1.29,0.74,5.35,2,949.540274,1051.459726,1000.5,0.063007,666.999528,5,2001.0,0.001414909
0xb7c559f8ff2e918ff867ffecf9ff935d902b2ade,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x414bca672494b8f078112c52ae258f9e8de1a4a0,1,0.0,2689.97,8069.9,3,0.1,0.1,0.1,0.0,0.0,4,0.3,0.3
0x23b562fef70c5b02eb9179d87af44f4b82fdef18,1,2.37,1.57,12.62,2,0.025474054,0.071465217,0.048469636,0.0,0.0,6,0.096939272,0.096939272
0x3a5c1044247fa8f4215537016985bb6eb6e0b77e,0,0.0,1971.81,226758.45,4,0.0,2.9894,0.23263,0.0,0.0,116,26.75245414,26.75245414
0xacd9faec4836032778044ed2a044e22e2407111c,0,0.0,320.45,20508.92,8,0.009635,70.995,15.675285,0.0,0.0,64,1003.218246,1003.218246
0x034c1ce9dc5d6ac73773e48b6fe2f50f76b53fea,0,5.71,5707.63,17134.32,3,0.999559,2.999559,1.799266,1.397681,2.697775,5,5.39779878,0.00224945
0x4c4a03e100b4b104355edc4c50ce12b9a2879547,0,6783.5,48019.41,1028223.27,7,0.0003,56.488945,19.423552,0.0,38.846694,30,388.4710445,0.004100024
0x21F2Ec12b1770545Ff0f731f2d21edFA0dB30CcC,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x08389b19ad52f0d983609ab785b3a43a0e90355f,1,29.52,41.83,870.97,12,0.334,4.985,0.948817,0.989517,4.269083,22,17.07869749,0.002365
0x938afa1702f8b78becab440629a503f8c7b4a79a,0,3413.64,11270.6,989853.97,22,0.031191,39.595133,12.2322,0.0,3.849945,191,525.9846202,-43.80727985
0x1de5145db9bf99f9f1023e1575028f61c8a8ead4,0,4142.32,27334.24,295716.05,5,0.03,7.0,1.157254,0.0,0.866915,21,10.41528471,0.012307025
0x34cd14e564d8c82673adc0980a94736b38e13b68,0,163.9,0.0,327.8,1,101.0,101.0,101.0,0.308259,50.499508,3,101.0,0.000984218
0x73753f86d3eeba8e09047925bc6d85aa32b7ed0c,0,1820.38,11346.38,595472.95,1,0.010011,0.100081,0.089146,0.071,0.422667,55,4.63559109,3.36759109
0x11ceea274f704a262626654849cea6654dbfa78e,0,108.58,0.82,327.37,2,1.273115,99.726885,50.5,0.09,33.666143,5,101.0,0.0015722179999999
0x00cfdefb1e800e4743288734adc727fae6659f74,0,193.0,0.0,772.02,1,0.39,0.39,0.39,0.0,0.099442,5,0.39,-0.00776788
0x5a8c5e9fba91bebbe2e88c5a0e60dd57d8e7cf1c,0,21.06,69751.29,976791.82,2,0.508919,11.177711,4.677558,0.5055609999999999,5.033118,27,65.48581331,0.0552852
0x5daf10f443933643a8dc59cc14dab3708e4a4e3a,0,36523.41,1561.01,805417.85,60,0.7764,53.6,10.982075,0.18414,120.801395,180,1812.042321,0.02138892
0x0e48a33555ad7aa9f9dcd2ad7302a00a8d2bbe41,0,160.91,0.84,323.5,2,35.440902,65.55909799999999,50.5,1.25,50.499508,4,101.0,0.000984218
0xa4c5222b4adb429cbb3733c5f82d8a0dd8189e28,0,1.8,9504.58,66544.68,6,0.994192,4.0,2.069038,0.993655,2.068544,14,14.48326532,0.003460336
0x191cfb65f6a20558578d1999d5f45edfe332b4b7,0,19.44,611.66,787740.48,5,0.068074,1.471812,0.226579,0.123614,0.236855,2442,283.2238002,0.893148121
0x596f83e44d6e62fc886222afea468e14f4c3fec7,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x01969235b1145fc6e8b1efab8ddbe56cfe313f3f,0,5.13,3733.57,127115.7,1,0.103256,1.000945,0.385352,0.102815,0.384883,68,13.10198159,0.015961896
0x1b2bdf91aef7f99ff4f4223f78a8fc0004106c87,0,79.38,0.3,318.1,2,18.026097,82.973903,50.5,0.1,25.249508,6,101.0,0.001968437
0x4459a0795f4868a8ed0f743ae05f668de83bf6a8,0,0.0,4628.31,226787.22,7,0.0,3.849112,0.97675,0.0,0.0,50,47.86077335,47.86077335
0x4680a81db9ae94542a4d47ad49f9668d524846ae,0,0.0,204.83,20971.6,1,0.495,4.995,2.745,5.489559,5.489559,3,5.49,0.000441
0x9ee461b8baf449761ada08b352ab423f2a56139b,0,5346.81,8461.94,215593.3,3,39.995,3003.375,337.887205,0.005028,360.412538,31,5406.195282,0.00721732
0x64b212d2fe54db498df6099e5a9afa8298068f89,1,2338.15,131.65,5466.2,4,0.614708,7.994,3.262899,9.067396,9.787768,8,19.57739641,0.001861
0x3d563e10b8f59abb24d3f76e28fcabf0cf4c4a5b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x671abbe5ce652491985342e85428eb1b07bc6c64,0,0.0,99.09,973408.62,2078,0.0,0.017,2e-06,0.0,0.0,9824,0.0209,0.0209
0x139bc67a457fd0be218b7292c894b3f37a6ba471,0,0.0,0.0,622.87,1,2.288363,2.288363,2.288363,2.287743,2.287743,2,2.28836274,0.00062
0x12a1ccf979d65333e8e27ede047b476736b584a6,1,832.46,2929.85,78078.7,10,0.09224,16.855948,2.159841,0.0,0.73805,56,32.39761455,2.137549388
0xc3f4763bf48da4eb33a0da0f21399449af2b53b2,1,495.11,604.32,118039.5,84,0.000155192,18.6,0.3152598744036907,0.0,0.2097722181490441,219,27.74286894752478,0.26270837
0xd5e7796456c250edc87769bcecc19ca33cf284f0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5ea80d4116aad999bd7adcfb4326b20884637391,0,0.0,1326.42,1000120.6,5,0.010001,1.501488,0.104523,0.0,0.0,755,78.81027370000002,78.81027370000002
0xfb6e71e0800bccc0db8a9cf326fe3213ca1a0ea0,1,0.0,143787.85,431363.55,3,0.0,1.0,0.333667,0.0,0.0,4,1.001,1.001
0xa7582b4e94b2b4be7c4ae4bd3760f2c3fb11cefc,1,31781.3,26.81,31968.98,7,0.02404481,9.98700508,3.4031852442857145,23.82147771,23.82147771,8,23.82229671,0.000819
0x646cb4fac8f9f5b86deda2757eaa6d6a4c82f793,1,7589.95,12548.2,103017.3,6,0.0,14.90500487,2.715979207142857,0.99664,9.503884975,9,19.01185445,0.0040845
0x1e4d33c434719813fe8979b0bbfa5ddc5afbdbb0,0,17.3,0.0,51.9,1,101.0,101.0,101.0,25.0,33.665988,4,101.0,0.002035312
0x3c80a2b3412586abec1911b907a7c732e07a2921,0,1755.04,6629.43,813883.27,36,0.010885,40.0,6.137927,0.0,4.653928,211,558.5513802,0.080058507
0x3F05eFF4440C5b75CF762D2Ae105BaB7fD7dF04c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc25fed458cd7ee6948729fad58bebc640bdbcd18,1,202807.1,0.0,202807.1,1,0.2105263,0.2105263,0.2105263,0.2104,0.2104,2,0.2105263,0.0001263
0x74fe63027ccd88f9cffe4255fdf2075243582ce3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x09e5D03AE284f20AeC77A541C1FB274ec1422469,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7567ac99c0376a59b3debb4c6a0895265b4e2898,0,0.0,0.0,53.87,1,1.999496,1.999496,1.999496,1.998992,1.998992,2,1.999496,0.000504
0x8403f3fd26b781bc4bdbf695dd92ef5a7095cf59,0,0.0,14946.62,104626.32,3,0.0,160.7617,37.919188,0.0,0.0,8,265.4343175,265.4343175
0x821a0ea88fa80acc8fb4ae0515cf454af3362812,0,163.78,0.29,328.15,2,31.192838,69.807162,50.5,1.0,50.499487,4,101.0,0.001026218
0x0c052358c04e8ba6db63e6c0b298521243343804,0,47.16,284.6,663.52,2,0.25,2.25,1.25,0.246945,1.248188,4,2.5,0.00362337
0xc2d02ddedba39a0e2c06fc3ab5241de5e1893513,0,32.93,5909.25,272879.12,5,0.252164,2.253377,0.672044,0.5273140000000001,0.965171,78,30.91404523,0.028571458
0xf021428381172ef96988b31f241f4000259488f7,1,91083.11,0.0,182166.22,1,0.1025,0.1025,0.1025,0.047,0.05003,3,0.1025,0.00244
0xf1014a29614b196d19d8ecd5ff05f3cef5efdbe2,1,0.0,0.0,58.77,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
0x1d49428c8d20fd5f22ef44de07d09612800b24ab,1,40470.5,233.6,41638.52,5,0.1,5.0,1.182467312,5.91147556,5.91147556,6,5.91233656,0.000861
0x33e52c2b40aa4bbae444c338e6371f97dce5d08b,0,0.0,5604.36,291426.48,4,0.0,1.004553,0.669844,0.0,0.0,53,34.83190827,34.83190827
